"country","age_group","target_end_date","year_week","week","year","weekly_rsv_hospitalisations","season"
"Poland","total",2026-11-29,"2026-W48",48,2026,1785,"2026/2027"
"Poland","total",2026-12-06,"2026-W49",49,2026,1695,"2026/2027"
"Poland","total",2026-12-13,"2026-W50",50,2026,1896,"2026/2027"
"Poland","total",2026-12-20,"2026-W51",51,2026,1678,"2026/2027"
"Poland","total",2026-12-27,"2026-W52",52,2026,1541,"2026/2027"
"Poland","total",2027-01-03,"2026-W53",53,2026,1444,"2026/2027"
"Poland","total",2027-01-10,"2027-W01",1,2027,1346,"2026/2027"
"Poland","total",2027-01-17,"2027-W02",2,2027,1051,"2026/2027"
"Poland","total",2027-01-24,"2027-W03",3,2027,819,"2026/2027"
"Poland","total",2027-01-31,"2027-W04",4,2027,722,"2026/2027"
"Poland","total",2027-02-07,"2027-W05",5,2027,632,"2026/2027"
"Poland","total",2027-02-14,"2027-W06",6,2027,546,"2026/2027"
"Poland","total",2027-02-21,"2027-W07",7,2027,490,"2026/2027"
"Poland","total",2027-02-28,"2027-W08",8,2027,501,"2026/2027"
"Poland","total",2027-03-07,"2027-W09",9,2027,437,"2026/2027"
"Poland","total",2027-03-14,"2027-W10",10,2027,360,"2026/2027"
"Poland","total",2027-03-21,"2027-W11",11,2027,300,"2026/2027"
"Poland","total",2027-03-28,"2027-W12",12,2027,240,"2026/2027"
"Poland","total",2027-04-04,"2027-W13",13,2027,253,"2026/2027"
"Poland","total",2027-04-11,"2027-W14",14,2027,213,"2026/2027"
"Poland","total",2027-04-18,"2027-W15",15,2027,154,"2026/2027"
"Poland","total",2027-04-25,"2027-W16",16,2027,127,"2026/2027"
"Poland","total",2027-05-02,"2027-W17",17,2027,133,"2026/2027"
"Poland","total",2027-05-09,"2027-W18",18,2027,117,"2026/2027"
"Poland","total",2027-05-16,"2027-W19",19,2027,97,"2026/2027"
"Poland","total",2027-05-23,"2027-W20",20,2027,101,"2026/2027"
"Poland","total",2027-05-30,"2027-W21",21,2027,65,"2026/2027"
"Poland","total",2027-06-06,"2027-W22",22,2027,58,"2026/2027"
"Poland","total",2027-06-13,"2027-W23",23,2027,45,"2026/2027"
"Poland","total",2027-06-20,"2027-W24",24,2027,41,"2026/2027"
"Poland","total",2027-06-27,"2027-W25",25,2027,47,"2026/2027"
"Poland","total",2027-07-04,"2027-W26",26,2027,51,"2026/2027"
"Poland","total",2027-07-11,"2027-W27",27,2027,48,"2026/2027"
"Poland","total",2027-07-18,"2027-W28",28,2027,45,"2026/2027"
"Poland","total",2027-07-25,"2027-W29",29,2027,45,"2026/2027"
"Poland","total",2027-08-01,"2027-W30",30,2027,53,"2026/2027"
"Poland","total",2027-08-08,"2027-W31",31,2027,39,"2026/2027"
"Poland","total",2027-08-15,"2027-W32",32,2027,48,"2026/2027"
"Poland","total",2027-08-22,"2027-W33",33,2027,32,"2026/2027"
"Poland","total",2027-08-29,"2027-W34",34,2027,27,"2026/2027"
"Poland","total",2027-09-05,"2027-W35",35,2027,39,"2027/2028"
"Poland","total",2027-09-12,"2027-W36",36,2027,52,"2027/2028"
"Poland","total",2027-09-19,"2027-W37",37,2027,59,"2027/2028"
"Poland","total",2027-09-26,"2027-W38",38,2027,91,"2027/2028"
"Poland","total",2027-10-03,"2027-W39",39,2027,141,"2027/2028"
"Poland","total",2027-10-10,"2027-W40",40,2027,247,"2027/2028"
"Poland","total",2027-10-17,"2027-W41",41,2027,348,"2027/2028"
"Poland","total",2027-10-24,"2027-W42",42,2027,545,"2027/2028"
"Poland","total",2027-10-31,"2027-W43",43,2027,678,"2027/2028"
"Poland","total",2027-11-07,"2027-W44",44,2027,994,"2027/2028"
"Poland","total",2027-11-14,"2027-W45",45,2027,1268,"2027/2028"
"Poland","total",2027-11-21,"2027-W46",46,2027,1474,"2027/2028"
"Poland","total",2027-11-28,"2027-W47",47,2027,1785,"2027/2028"
"Poland","total",2027-12-05,"2027-W48",48,2027,1695,"2027/2028"
"Poland","total",2027-12-12,"2027-W49",49,2027,1896,"2027/2028"
"Poland","total",2027-12-19,"2027-W50",50,2027,1678,"2027/2028"
"Poland","total",2027-12-26,"2027-W51",51,2027,1541,"2027/2028"
"Poland","total",2028-01-02,"2027-W52",52,2027,1444,"2027/2028"
"Poland","total",2028-01-09,"2028-W01",1,2028,1346,"2027/2028"
"Poland","total",2028-01-16,"2028-W02",2,2028,1051,"2027/2028"
"Poland","total",2028-01-23,"2028-W03",3,2028,819,"2027/2028"
"Poland","total",2028-01-30,"2028-W04",4,2028,722,"2027/2028"
"Poland","total",2028-02-06,"2028-W05",5,2028,632,"2027/2028"
"Poland","total",2028-02-13,"2028-W06",6,2028,546,"2027/2028"
"Poland","total",2028-02-20,"2028-W07",7,2028,490,"2027/2028"
"Poland","total",2028-02-27,"2028-W08",8,2028,501,"2027/2028"
"Poland","total",2028-03-05,"2028-W09",9,2028,437,"2027/2028"
"Poland","total",2028-03-12,"2028-W10",10,2028,360,"2027/2028"
"Poland","total",2028-03-19,"2028-W11",11,2028,300,"2027/2028"
"Poland","total",2028-03-26,"2028-W12",12,2028,240,"2027/2028"
"Poland","total",2028-04-02,"2028-W13",13,2028,253,"2027/2028"
"Poland","total",2028-04-09,"2028-W14",14,2028,213,"2027/2028"
"Poland","total",2028-04-16,"2028-W15",15,2028,154,"2027/2028"
"Poland","total",2028-04-23,"2028-W16",16,2028,127,"2027/2028"
"Poland","total",2028-04-30,"2028-W17",17,2028,133,"2027/2028"
"Poland","total",2028-05-07,"2028-W18",18,2028,117,"2027/2028"
"Poland","total",2028-05-14,"2028-W19",19,2028,97,"2027/2028"
"Poland","total",2028-05-21,"2028-W20",20,2028,101,"2027/2028"
"Poland","total",2028-05-28,"2028-W21",21,2028,65,"2027/2028"
"Poland","total",2028-06-04,"2028-W22",22,2028,58,"2027/2028"
"Poland","total",2028-06-11,"2028-W23",23,2028,45,"2027/2028"
"Poland","total",2028-06-18,"2028-W24",24,2028,41,"2027/2028"
"Poland","total",2028-06-25,"2028-W25",25,2028,47,"2027/2028"
"Poland","total",2028-07-02,"2028-W26",26,2028,51,"2027/2028"
"Poland","total",2028-07-09,"2028-W27",27,2028,48,"2027/2028"
"Poland","total",2028-07-16,"2028-W28",28,2028,45,"2027/2028"
"Poland","total",2028-07-23,"2028-W29",29,2028,45,"2027/2028"
"Poland","total",2028-07-30,"2028-W30",30,2028,53,"2027/2028"
"Poland","total",2028-08-06,"2028-W31",31,2028,39,"2027/2028"
"Poland","total",2028-08-13,"2028-W32",32,2028,48,"2027/2028"
"Poland","total",2028-08-20,"2028-W33",33,2028,32,"2027/2028"
"Poland","total",2028-08-27,"2028-W34",34,2028,27,"2027/2028"
"Portugal","total",2026-09-06,"2026-W36",36,2026,11,"2026/2027"
"Portugal","total",2026-09-13,"2026-W37",37,2026,20,"2026/2027"
"Portugal","total",2026-09-20,"2026-W38",38,2026,18,"2026/2027"
"Portugal","total",2026-09-27,"2026-W39",39,2026,34,"2026/2027"
"Portugal","total",2026-10-04,"2026-W40",40,2026,54,"2026/2027"
"Portugal","total",2026-10-11,"2026-W41",41,2026,82,"2026/2027"
"Portugal","total",2026-10-18,"2026-W42",42,2026,105,"2026/2027"
"Portugal","total",2026-10-25,"2026-W43",43,2026,179,"2026/2027"
"Portugal","total",2026-11-01,"2026-W44",44,2026,243,"2026/2027"
"Portugal","total",2026-11-08,"2026-W45",45,2026,329,"2026/2027"
"Portugal","total",2026-11-15,"2026-W46",46,2026,395,"2026/2027"
"Portugal","total",2026-11-22,"2026-W47",47,2026,497,"2026/2027"
"Portugal","total",2026-11-29,"2026-W48",48,2026,591,"2026/2027"
"Portugal","total",2026-12-06,"2026-W49",49,2026,557,"2026/2027"
"Portugal","total",2026-12-13,"2026-W50",50,2026,625,"2026/2027"
"Portugal","total",2026-12-20,"2026-W51",51,2026,588,"2026/2027"
"Portugal","total",2026-12-27,"2026-W52",52,2026,521,"2026/2027"
"Portugal","total",2027-01-03,"2026-W53",53,2026,461,"2026/2027"
"Portugal","total",2027-01-10,"2027-W01",1,2027,450,"2026/2027"
"Portugal","total",2027-01-17,"2027-W02",2,2027,370,"2026/2027"
"Portugal","total",2027-01-24,"2027-W03",3,2027,266,"2026/2027"
"Portugal","total",2027-01-31,"2027-W04",4,2027,243,"2026/2027"
"Portugal","total",2027-02-07,"2027-W05",5,2027,219,"2026/2027"
"Portugal","total",2027-02-14,"2027-W06",6,2027,192,"2026/2027"
"Portugal","total",2027-02-21,"2027-W07",7,2027,154,"2026/2027"
"Portugal","total",2027-02-28,"2027-W08",8,2027,159,"2026/2027"
"Portugal","total",2027-03-07,"2027-W09",9,2027,141,"2026/2027"
"Portugal","total",2027-03-14,"2027-W10",10,2027,106,"2026/2027"
"Portugal","total",2027-03-21,"2027-W11",11,2027,85,"2026/2027"
"Portugal","total",2027-03-28,"2027-W12",12,2027,96,"2026/2027"
"Portugal","total",2027-04-04,"2027-W13",13,2027,76,"2026/2027"
"Portugal","total",2027-04-11,"2027-W14",14,2027,59,"2026/2027"
"Portugal","total",2027-04-18,"2027-W15",15,2027,49,"2026/2027"
"Portugal","total",2027-04-25,"2027-W16",16,2027,50,"2026/2027"
"Portugal","total",2027-05-02,"2027-W17",17,2027,40,"2026/2027"
"Portugal","total",2027-05-09,"2027-W18",18,2027,35,"2026/2027"
"Portugal","total",2027-05-16,"2027-W19",19,2027,41,"2026/2027"
"Portugal","total",2027-05-23,"2027-W20",20,2027,17,"2026/2027"
"Portugal","total",2027-05-30,"2027-W21",21,2027,21,"2026/2027"
"Portugal","total",2027-06-06,"2027-W22",22,2027,16,"2026/2027"
"Portugal","total",2027-06-13,"2027-W23",23,2027,23,"2026/2027"
"Portugal","total",2027-06-20,"2027-W24",24,2027,11,"2026/2027"
"Portugal","total",2027-06-27,"2027-W25",25,2027,7,"2026/2027"
"Portugal","total",2027-07-04,"2027-W26",26,2027,11,"2026/2027"
"Portugal","total",2027-07-11,"2027-W27",27,2027,15,"2026/2027"
"Portugal","total",2027-07-18,"2027-W28",28,2027,18,"2026/2027"
"Portugal","total",2027-07-25,"2027-W29",29,2027,8,"2026/2027"
"Portugal","total",2027-08-01,"2027-W30",30,2027,15,"2026/2027"
"Portugal","total",2027-08-08,"2027-W31",31,2027,13,"2026/2027"
"Portugal","total",2027-08-15,"2027-W32",32,2027,16,"2026/2027"
"Portugal","total",2027-08-22,"2027-W33",33,2027,15,"2026/2027"
"Portugal","total",2027-08-29,"2027-W34",34,2027,10,"2026/2027"
"Portugal","total",2027-09-05,"2027-W35",35,2027,11,"2027/2028"
"Portugal","total",2027-09-12,"2027-W36",36,2027,20,"2027/2028"
"Portugal","total",2027-09-19,"2027-W37",37,2027,18,"2027/2028"
"Portugal","total",2027-09-26,"2027-W38",38,2027,34,"2027/2028"
"Portugal","total",2027-10-03,"2027-W39",39,2027,54,"2027/2028"
"Portugal","total",2027-10-10,"2027-W40",40,2027,82,"2027/2028"
"Portugal","total",2027-10-17,"2027-W41",41,2027,105,"2027/2028"
"Portugal","total",2027-10-24,"2027-W42",42,2027,179,"2027/2028"
"Portugal","total",2027-10-31,"2027-W43",43,2027,243,"2027/2028"
"Portugal","total",2027-11-07,"2027-W44",44,2027,329,"2027/2028"
"Portugal","total",2027-11-14,"2027-W45",45,2027,395,"2027/2028"
"Portugal","total",2027-11-21,"2027-W46",46,2027,497,"2027/2028"
"Portugal","total",2027-11-28,"2027-W47",47,2027,591,"2027/2028"
"Portugal","total",2027-12-05,"2027-W48",48,2027,557,"2027/2028"
"Portugal","total",2027-12-12,"2027-W49",49,2027,625,"2027/2028"
"Portugal","total",2027-12-19,"2027-W50",50,2027,588,"2027/2028"
"Portugal","total",2027-12-26,"2027-W51",51,2027,521,"2027/2028"
"Portugal","total",2028-01-02,"2027-W52",52,2027,461,"2027/2028"
"Portugal","total",2028-01-09,"2028-W01",1,2028,450,"2027/2028"
"Portugal","total",2028-01-16,"2028-W02",2,2028,370,"2027/2028"
"Portugal","total",2028-01-23,"2028-W03",3,2028,266,"2027/2028"
"Portugal","total",2028-01-30,"2028-W04",4,2028,243,"2027/2028"
"Portugal","total",2028-02-06,"2028-W05",5,2028,219,"2027/2028"
"Portugal","total",2028-02-13,"2028-W06",6,2028,192,"2027/2028"
"Portugal","total",2028-02-20,"2028-W07",7,2028,154,"2027/2028"
"Portugal","total",2028-02-27,"2028-W08",8,2028,159,"2027/2028"
"Portugal","total",2028-03-05,"2028-W09",9,2028,141,"2027/2028"
"Portugal","total",2028-03-12,"2028-W10",10,2028,106,"2027/2028"
"Portugal","total",2028-03-19,"2028-W11",11,2028,85,"2027/2028"
"Portugal","total",2028-03-26,"2028-W12",12,2028,96,"2027/2028"
"Portugal","total",2028-04-02,"2028-W13",13,2028,76,"2027/2028"
"Portugal","total",2028-04-09,"2028-W14",14,2028,59,"2027/2028"
"Portugal","total",2028-04-16,"2028-W15",15,2028,49,"2027/2028"
"Portugal","total",2028-04-23,"2028-W16",16,2028,50,"2027/2028"
"Portugal","total",2028-04-30,"2028-W17",17,2028,40,"2027/2028"
"Portugal","total",2028-05-07,"2028-W18",18,2028,35,"2027/2028"
"Portugal","total",2028-05-14,"2028-W19",19,2028,41,"2027/2028"
"Portugal","total",2028-05-21,"2028-W20",20,2028,17,"2027/2028"
"Portugal","total",2028-05-28,"2028-W21",21,2028,21,"2027/2028"
"Portugal","total",2028-06-04,"2028-W22",22,2028,16,"2027/2028"
"Portugal","total",2028-06-11,"2028-W23",23,2028,23,"2027/2028"
"Portugal","total",2028-06-18,"2028-W24",24,2028,11,"2027/2028"
"Portugal","total",2028-06-25,"2028-W25",25,2028,7,"2027/2028"
"Portugal","total",2028-07-02,"2028-W26",26,2028,11,"2027/2028"
"Portugal","total",2028-07-09,"2028-W27",27,2028,15,"2027/2028"
"Portugal","total",2028-07-16,"2028-W28",28,2028,18,"2027/2028"
"Portugal","total",2028-07-23,"2028-W29",29,2028,8,"2027/2028"
"Portugal","total",2028-07-30,"2028-W30",30,2028,15,"2027/2028"
"Portugal","total",2028-08-06,"2028-W31",31,2028,13,"2027/2028"
"Portugal","total",2028-08-13,"2028-W32",32,2028,16,"2027/2028"
"Portugal","total",2028-08-20,"2028-W33",33,2028,15,"2027/2028"
"Portugal","total",2028-08-27,"2028-W34",34,2028,10,"2027/2028"
"Romania","total",2026-09-06,"2026-W36",36,2026,27,"2026/2027"
"Romania","total",2026-09-13,"2026-W37",37,2026,30,"2026/2027"
"Romania","total",2026-09-20,"2026-W38",38,2026,30,"2026/2027"
"Romania","total",2026-09-27,"2026-W39",39,2026,53,"2026/2027"
"Romania","total",2026-10-04,"2026-W40",40,2026,83,"2026/2027"
"Romania","total",2026-10-11,"2026-W41",41,2026,123,"2026/2027"
"Romania","total",2026-10-18,"2026-W42",42,2026,202,"2026/2027"
"Romania","total",2026-10-25,"2026-W43",43,2026,298,"2026/2027"
"Romania","total",2026-11-01,"2026-W44",44,2026,414,"2026/2027"
"Romania","total",2026-11-08,"2026-W45",45,2026,537,"2026/2027"
"Romania","total",2026-11-15,"2026-W46",46,2026,718,"2026/2027"
"Romania","total",2026-11-22,"2026-W47",47,2026,901,"2026/2027"
"Romania","total",2026-11-29,"2026-W48",48,2026,1029,"2026/2027"
"Romania","total",2026-12-06,"2026-W49",49,2026,1112,"2026/2027"
"Romania","total",2026-12-13,"2026-W50",50,2026,1110,"2026/2027"
"Romania","total",2026-12-20,"2026-W51",51,2026,1032,"2026/2027"
"Romania","total",2026-12-27,"2026-W52",52,2026,933,"2026/2027"
"Romania","total",2027-01-03,"2026-W53",53,2026,883,"2026/2027"
"Romania","total",2027-01-10,"2027-W01",1,2027,789,"2026/2027"
"Romania","total",2027-01-17,"2027-W02",2,2027,609,"2026/2027"
"Romania","total",2027-01-24,"2027-W03",3,2027,478,"2026/2027"
"Romania","total",2027-01-31,"2027-W04",4,2027,422,"2026/2027"
"Romania","total",2027-02-07,"2027-W05",5,2027,351,"2026/2027"
"Romania","total",2027-02-14,"2027-W06",6,2027,353,"2026/2027"
"Romania","total",2027-02-21,"2027-W07",7,2027,297,"2026/2027"
"Romania","total",2027-02-28,"2027-W08",8,2027,291,"2026/2027"
"Romania","total",2027-03-07,"2027-W09",9,2027,222,"2026/2027"
"Romania","total",2027-03-14,"2027-W10",10,2027,185,"2026/2027"
"Romania","total",2027-03-21,"2027-W11",11,2027,176,"2026/2027"
"Romania","total",2027-03-28,"2027-W12",12,2027,151,"2026/2027"
"Romania","total",2027-04-04,"2027-W13",13,2027,133,"2026/2027"
"Romania","total",2027-04-11,"2027-W14",14,2027,123,"2026/2027"
"Romania","total",2027-04-18,"2027-W15",15,2027,111,"2026/2027"
"Romania","total",2027-04-25,"2027-W16",16,2027,78,"2026/2027"
"Romania","total",2027-05-02,"2027-W17",17,2027,72,"2026/2027"
"Romania","total",2027-05-09,"2027-W18",18,2027,60,"2026/2027"
"Romania","total",2027-05-16,"2027-W19",19,2027,38,"2026/2027"
"Romania","total",2027-05-23,"2027-W20",20,2027,54,"2026/2027"
"Romania","total",2027-05-30,"2027-W21",21,2027,43,"2026/2027"
"Romania","total",2027-06-06,"2027-W22",22,2027,37,"2026/2027"
"Romania","total",2027-06-13,"2027-W23",23,2027,27,"2026/2027"
"Romania","total",2027-06-20,"2027-W24",24,2027,31,"2026/2027"
"Romania","total",2027-06-27,"2027-W25",25,2027,22,"2026/2027"
"Romania","total",2027-07-04,"2027-W26",26,2027,20,"2026/2027"
"Romania","total",2027-07-11,"2027-W27",27,2027,29,"2026/2027"
"Romania","total",2027-07-18,"2027-W28",28,2027,29,"2026/2027"
"Romania","total",2027-07-25,"2027-W29",29,2027,17,"2026/2027"
"Romania","total",2027-08-01,"2027-W30",30,2027,35,"2026/2027"
"Romania","total",2027-08-08,"2027-W31",31,2027,18,"2026/2027"
"Romania","total",2027-08-15,"2027-W32",32,2027,19,"2026/2027"
"Romania","total",2027-08-22,"2027-W33",33,2027,23,"2026/2027"
"Romania","total",2027-08-29,"2027-W34",34,2027,15,"2026/2027"
"Romania","total",2027-09-05,"2027-W35",35,2027,27,"2027/2028"
"Romania","total",2027-09-12,"2027-W36",36,2027,30,"2027/2028"
"Romania","total",2027-09-19,"2027-W37",37,2027,30,"2027/2028"
"Romania","total",2027-09-26,"2027-W38",38,2027,53,"2027/2028"
"Romania","total",2027-10-03,"2027-W39",39,2027,83,"2027/2028"
"Romania","total",2027-10-10,"2027-W40",40,2027,123,"2027/2028"
"Romania","total",2027-10-17,"2027-W41",41,2027,202,"2027/2028"
"Romania","total",2027-10-24,"2027-W42",42,2027,298,"2027/2028"
"Romania","total",2027-10-31,"2027-W43",43,2027,414,"2027/2028"
"Romania","total",2027-11-07,"2027-W44",44,2027,537,"2027/2028"
"Romania","total",2027-11-14,"2027-W45",45,2027,718,"2027/2028"
"Romania","total",2027-11-21,"2027-W46",46,2027,901,"2027/2028"
"Romania","total",2027-11-28,"2027-W47",47,2027,1029,"2027/2028"
"Romania","total",2027-12-05,"2027-W48",48,2027,1112,"2027/2028"
"Romania","total",2027-12-12,"2027-W49",49,2027,1110,"2027/2028"
"Romania","total",2027-12-19,"2027-W50",50,2027,1032,"2027/2028"
"Romania","total",2027-12-26,"2027-W51",51,2027,933,"2027/2028"
"Romania","total",2028-01-02,"2027-W52",52,2027,883,"2027/2028"
"Romania","total",2028-01-09,"2028-W01",1,2028,789,"2027/2028"
"Romania","total",2028-01-16,"2028-W02",2,2028,609,"2027/2028"
"Romania","total",2028-01-23,"2028-W03",3,2028,478,"2027/2028"
"Romania","total",2028-01-30,"2028-W04",4,2028,422,"2027/2028"
"Romania","total",2028-02-06,"2028-W05",5,2028,351,"2027/2028"
"Romania","total",2028-02-13,"2028-W06",6,2028,353,"2027/2028"
"Romania","total",2028-02-20,"2028-W07",7,2028,297,"2027/2028"
"Romania","total",2028-02-27,"2028-W08",8,2028,291,"2027/2028"
"Romania","total",2028-03-05,"2028-W09",9,2028,222,"2027/2028"
"Romania","total",2028-03-12,"2028-W10",10,2028,185,"2027/2028"
"Romania","total",2028-03-19,"2028-W11",11,2028,176,"2027/2028"
"Romania","total",2028-03-26,"2028-W12",12,2028,151,"2027/2028"
"Romania","total",2028-04-02,"2028-W13",13,2028,133,"2027/2028"
"Romania","total",2028-04-09,"2028-W14",14,2028,123,"2027/2028"
"Romania","total",2028-04-16,"2028-W15",15,2028,111,"2027/2028"
"Romania","total",2028-04-23,"2028-W16",16,2028,78,"2027/2028"
"Romania","total",2028-04-30,"2028-W17",17,2028,72,"2027/2028"
"Romania","total",2028-05-07,"2028-W18",18,2028,60,"2027/2028"
"Romania","total",2028-05-14,"2028-W19",19,2028,38,"2027/2028"
"Romania","total",2028-05-21,"2028-W20",20,2028,54,"2027/2028"
"Romania","total",2028-05-28,"2028-W21",21,2028,43,"2027/2028"
"Romania","total",2028-06-04,"2028-W22",22,2028,37,"2027/2028"
"Romania","total",2028-06-11,"2028-W23",23,2028,27,"2027/2028"
"Romania","total",2028-06-18,"2028-W24",24,2028,31,"2027/2028"
"Romania","total",2028-06-25,"2028-W25",25,2028,22,"2027/2028"
"Romania","total",2028-07-02,"2028-W26",26,2028,20,"2027/2028"
"Romania","total",2028-07-09,"2028-W27",27,2028,29,"2027/2028"
"Romania","total",2028-07-16,"2028-W28",28,2028,29,"2027/2028"
"Romania","total",2028-07-23,"2028-W29",29,2028,17,"2027/2028"
"Romania","total",2028-07-30,"2028-W30",30,2028,35,"2027/2028"
"Romania","total",2028-08-06,"2028-W31",31,2028,18,"2027/2028"
"Romania","total",2028-08-13,"2028-W32",32,2028,19,"2027/2028"
"Romania","total",2028-08-20,"2028-W33",33,2028,23,"2027/2028"
"Romania","total",2028-08-27,"2028-W34",34,2028,15,"2027/2028"
"Slovakia","total",2026-09-06,"2026-W36",36,2026,18,"2026/2027"
"Slovakia","total",2026-09-13,"2026-W37",37,2026,7,"2026/2027"
"Slovakia","total",2026-09-20,"2026-W38",38,2026,15,"2026/2027"
"Slovakia","total",2026-09-27,"2026-W39",39,2026,10,"2026/2027"
"Slovakia","total",2026-10-04,"2026-W40",40,2026,28,"2026/2027"
"Slovakia","total",2026-10-11,"2026-W41",41,2026,30,"2026/2027"
"Slovakia","total",2026-10-18,"2026-W42",42,2026,44,"2026/2027"
"Slovakia","total",2026-10-25,"2026-W43",43,2026,88,"2026/2027"
"Slovakia","total",2026-11-01,"2026-W44",44,2026,115,"2026/2027"
"Slovakia","total",2026-11-08,"2026-W45",45,2026,158,"2026/2027"
"Slovakia","total",2026-11-15,"2026-W46",46,2026,228,"2026/2027"
"Slovakia","total",2026-11-22,"2026-W47",47,2026,262,"2026/2027"
"Slovakia","total",2026-11-29,"2026-W48",48,2026,298,"2026/2027"
"Slovakia","total",2026-12-06,"2026-W49",49,2026,307,"2026/2027"
"Slovakia","total",2026-12-13,"2026-W50",50,2026,281,"2026/2027"
"Slovakia","total",2026-12-20,"2026-W51",51,2026,287,"2026/2027"
"Slovakia","total",2026-12-27,"2026-W52",52,2026,256,"2026/2027"
"Slovakia","total",2027-01-03,"2026-W53",53,2026,270,"2026/2027"
"Slovakia","total",2027-01-10,"2027-W01",1,2027,238,"2026/2027"
"Slovakia","total",2027-01-17,"2027-W02",2,2027,172,"2026/2027"
"Slovakia","total",2027-01-24,"2027-W03",3,2027,136,"2026/2027"
"Slovakia","total",2027-01-31,"2027-W04",4,2027,130,"2026/2027"
"Slovakia","total",2027-02-07,"2027-W05",5,2027,119,"2026/2027"
"Slovakia","total",2027-02-14,"2027-W06",6,2027,108,"2026/2027"
"Slovakia","total",2027-02-21,"2027-W07",7,2027,77,"2026/2027"
"Slovakia","total",2027-02-28,"2027-W08",8,2027,75,"2026/2027"
"Slovakia","total",2027-03-07,"2027-W09",9,2027,60,"2026/2027"
"Slovakia","total",2027-03-14,"2027-W10",10,2027,72,"2026/2027"
"Slovakia","total",2027-03-21,"2027-W11",11,2027,41,"2026/2027"
"Slovakia","total",2027-03-28,"2027-W12",12,2027,49,"2026/2027"
"Slovakia","total",2027-04-04,"2027-W13",13,2027,46,"2026/2027"
"Slovakia","total",2027-04-11,"2027-W14",14,2027,30,"2026/2027"
"Slovakia","total",2027-04-18,"2027-W15",15,2027,29,"2026/2027"
"Slovakia","total",2027-04-25,"2027-W16",16,2027,26,"2026/2027"
"Slovakia","total",2027-05-02,"2027-W17",17,2027,21,"2026/2027"
"Slovakia","total",2027-05-09,"2027-W18",18,2027,21,"2026/2027"
"Slovakia","total",2027-05-16,"2027-W19",19,2027,12,"2026/2027"
"Slovakia","total",2027-05-23,"2027-W20",20,2027,17,"2026/2027"
"Slovakia","total",2027-05-30,"2027-W21",21,2027,15,"2026/2027"
"Slovakia","total",2027-06-06,"2027-W22",22,2027,11,"2026/2027"
"Slovakia","total",2027-06-13,"2027-W23",23,2027,6,"2026/2027"
"Slovakia","total",2027-06-20,"2027-W24",24,2027,5,"2026/2027"
"Slovakia","total",2027-06-27,"2027-W25",25,2027,12,"2026/2027"
"Slovakia","total",2027-07-04,"2027-W26",26,2027,8,"2026/2027"
"Slovakia","total",2027-07-11,"2027-W27",27,2027,8,"2026/2027"
"Slovakia","total",2027-07-18,"2027-W28",28,2027,9,"2026/2027"
"Slovakia","total",2027-07-25,"2027-W29",29,2027,4,"2026/2027"
"Slovakia","total",2027-08-01,"2027-W30",30,2027,11,"2026/2027"
"Slovakia","total",2027-08-08,"2027-W31",31,2027,6,"2026/2027"
"Slovakia","total",2027-08-15,"2027-W32",32,2027,6,"2026/2027"
"Slovakia","total",2027-08-22,"2027-W33",33,2027,12,"2026/2027"
"Slovakia","total",2027-08-29,"2027-W34",34,2027,7,"2026/2027"
"Slovakia","total",2027-09-05,"2027-W35",35,2027,18,"2027/2028"
"Slovakia","total",2027-09-12,"2027-W36",36,2027,7,"2027/2028"
"Slovakia","total",2027-09-19,"2027-W37",37,2027,15,"2027/2028"
"Slovakia","total",2027-09-26,"2027-W38",38,2027,10,"2027/2028"
"Slovakia","total",2027-10-03,"2027-W39",39,2027,28,"2027/2028"
"Slovakia","total",2027-10-10,"2027-W40",40,2027,30,"2027/2028"
"Slovakia","total",2027-10-17,"2027-W41",41,2027,44,"2027/2028"
"Slovakia","total",2027-10-24,"2027-W42",42,2027,88,"2027/2028"
"Slovakia","total",2027-10-31,"2027-W43",43,2027,115,"2027/2028"
"Slovakia","total",2027-11-07,"2027-W44",44,2027,158,"2027/2028"
"Slovakia","total",2027-11-14,"2027-W45",45,2027,228,"2027/2028"
"Slovakia","total",2027-11-21,"2027-W46",46,2027,262,"2027/2028"
"Slovakia","total",2027-11-28,"2027-W47",47,2027,298,"2027/2028"
"Slovakia","total",2027-12-05,"2027-W48",48,2027,307,"2027/2028"
"Slovakia","total",2027-12-12,"2027-W49",49,2027,281,"2027/2028"
"Slovakia","total",2027-12-19,"2027-W50",50,2027,287,"2027/2028"
"Slovakia","total",2027-12-26,"2027-W51",51,2027,256,"2027/2028"
"Slovakia","total",2028-01-02,"2027-W52",52,2027,270,"2027/2028"
"Slovakia","total",2028-01-09,"2028-W01",1,2028,238,"2027/2028"
"Slovakia","total",2028-01-16,"2028-W02",2,2028,172,"2027/2028"
"Slovakia","total",2028-01-23,"2028-W03",3,2028,136,"2027/2028"
"Slovakia","total",2028-01-30,"2028-W04",4,2028,130,"2027/2028"
"Slovakia","total",2028-02-06,"2028-W05",5,2028,119,"2027/2028"
"Slovakia","total",2028-02-13,"2028-W06",6,2028,108,"2027/2028"
"Slovakia","total",2028-02-20,"2028-W07",7,2028,77,"2027/2028"
"Slovakia","total",2028-02-27,"2028-W08",8,2028,75,"2027/2028"
"Slovakia","total",2028-03-05,"2028-W09",9,2028,60,"2027/2028"
